Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Navigational Dredging,Input of Organic Matter (including N&P),Littoral sediment,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Mangroves,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Saltmarshes,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Shallow rock & reef,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Shallow sediment,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Shelf rock & reef,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Shelf sediment,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Slope rock & reef,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Slope sediment,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Deep Sea rock & reef,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Deep Sea Sediment,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Coastal Pelagic,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Shelf Pelagic,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Oceanic Pelagic,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Marine Mammals,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Pelagic Fish,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Navigational Dredging,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Navigational Dredging,Invasive species,Littoral rock & reef,NO,,,,
Navigational Dredging,Invasive species,Littoral sediment,NO,,,,
Navigational Dredging,Invasive species,Mangroves,NO,,,,
Navigational Dredging,Invasive species,Saltmarshes,NO,,,,
Navigational Dredging,Invasive species,Shallow rock & reef,NO,,,,
Navigational Dredging,Invasive species,Shallow sediment,NO,,,,
Navigational Dredging,Invasive species,Shelf rock & reef,NO,,,,
Navigational Dredging,Invasive species,Shelf sediment,NO,,,,
Navigational Dredging,Invasive species,Slope rock & reef,NO,,,,
Navigational Dredging,Invasive species,Slope sediment,NO,,,,
Navigational Dredging,Invasive species,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Invasive species,Deep Sea Sediment,NO,,,,
Navigational Dredging,Invasive species,Coastal Pelagic,NO,,,,
Navigational Dredging,Invasive species,Shelf Pelagic,NO,,,,
Navigational Dredging,Invasive species,Oceanic Pelagic,NO,,,,
Navigational Dredging,Invasive species,Marine Mammals,NO,,,,
Navigational Dredging,Invasive species,Pelagic Fish,NO,,,,
Navigational Dredging,Invasive species,Demersal Fish,NO,,,,
Navigational Dredging,Invasive species,Deep-sea Fish,NO,,,,
Navigational Dredging,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Invasive species,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Invasive species,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Invasive species,Reptiles,NO,,,,
Navigational Dredging,Invasive species,Marine birds,NO,,,,
Navigational Dredging,Invasive species,Cephalopods,NO,,,,
Navigational Dredging,Species Extraction,Littoral rock & reef,NO,,,,
Navigational Dredging,Species Extraction,Littoral sediment,NO,,,,
Navigational Dredging,Species Extraction,Mangroves,NO,,,,
Navigational Dredging,Species Extraction,Saltmarshes,NO,,,,
Navigational Dredging,Species Extraction,Shallow rock & reef,NO,,,,
Navigational Dredging,Species Extraction,Shallow sediment,NO,,,,
Navigational Dredging,Species Extraction,Shelf rock & reef,NO,,,,
Navigational Dredging,Species Extraction,Shelf sediment,NO,,,,
Navigational Dredging,Species Extraction,Slope rock & reef,NO,,,,
Navigational Dredging,Species Extraction,Slope sediment,NO,,,,
Navigational Dredging,Species Extraction,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Species Extraction,Deep Sea Sediment,NO,,,,
Navigational Dredging,Species Extraction,Coastal Pelagic,NO,,,,
Navigational Dredging,Species Extraction,Shelf Pelagic,NO,,,,
Navigational Dredging,Species Extraction,Oceanic Pelagic,NO,,,,
Navigational Dredging,Species Extraction,Marine Mammals,NO,,,,
Navigational Dredging,Species Extraction,Pelagic Fish,NO,,,,
Navigational Dredging,Species Extraction,Demersal Fish,NO,,,,
Navigational Dredging,Species Extraction,Deep-sea Fish,NO,,,,
Navigational Dredging,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Species Extraction,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Species Extraction,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Species Extraction,Reptiles,NO,,,,
Navigational Dredging,Species Extraction, Marine birds,NO,,,,
Navigational Dredging,Species Extraction,Cephalopods,NO,,,,
Navigational Dredging,Bycatch,Littoral rock & reef,NO,,,,
Navigational Dredging,Bycatch,Littoral sediment,NO,,,,
Navigational Dredging,Bycatch,Mangroves,NO,,,,
Navigational Dredging,Bycatch,Saltmarshes,NO,,,,
Navigational Dredging,Bycatch,Shallow rock & reef,NO,,,,
Navigational Dredging,Bycatch,Shallow sediment,NO,,,,
Navigational Dredging,Bycatch,Shelf rock & reef,NO,,,,
Navigational Dredging,Bycatch,Shelf sediment,NO,,,,
Navigational Dredging,Bycatch,Slope rock & reef,NO,,,,
Navigational Dredging,Bycatch,Slope sediment,NO,,,,
Navigational Dredging,Bycatch,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Bycatch,Deep Sea Sediment,NO,,,,
Navigational Dredging,Bycatch,Coastal Pelagic,NO,,,,
Navigational Dredging,Bycatch,Shelf Pelagic,NO,,,,
Navigational Dredging,Bycatch, Oceanic Pelagic,NO,,,,
Navigational Dredging,Bycatch,Marine Mammals,NO,,,,
Navigational Dredging,Bycatch,Pelagic Fish,NO,,,,
Navigational Dredging,Bycatch,Demersal Fish,NO,,,,
Navigational Dredging,Bycatch,Deep-sea Fish,NO,,,,
Navigational Dredging,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Bycatch,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Bycatch,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Bycatch,Reptiles,NO,,,,
Navigational Dredging,Bycatch,Marine birds,NO,,,,
Navigational Dredging,Bycatch,Cephalopods,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Littoral sediment,S,O,L,,
Navigational Dredging,Incidental Loss of spp.,Mangroves,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Saltmarshes,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Shallow rock & reef,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Shallow sediment,S,O,L,,
Navigational Dredging,Incidental Loss of spp.,Shelf rock & reef,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Shelf sediment,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Slope rock & reef,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Slope sediment,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Deep Sea Sediment,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Coastal Pelagic,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Shelf Pelagic,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Oceanic Pelagic,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Marine Mammals,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Pelagic Fish,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Demersal Fish,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Deep-sea Fish,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Pelagic Elasmobranchs,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Demersal Elasmobranchs,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Reptiles,S,R,L,,
Navigational Dredging,Incidental Loss of spp.,Marine birds,NO,,,,
Navigational Dredging,Incidental Loss of spp.,Cephalopods,S,R,L,,
Navigational Dredging,Barriers,Littoral rock & reef,NO,,,,
Navigational Dredging,Barriers,Littoral sediment,NO,,,,
Navigational Dredging,Barriers,Mangroves,NO,,,,
Navigational Dredging,Barriers,Saltmarshes,NO,,,,
Navigational Dredging,Barriers,Shallow rock & reef,NO,,,,
Navigational Dredging,Barriers,Shallow sediment,NO,,,,
Navigational Dredging,Barriers,Shelf rock & reef,NO,,,,
Navigational Dredging,Barriers,Shelf sediment,NO,,,,
Navigational Dredging,Barriers,Slope rock & reef,NO,,,,
Navigational Dredging,Barriers,Slope sediment,NO,,,,
Navigational Dredging,Barriers,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Barriers,Deep Sea Sediment,NO,,,,
Navigational Dredging,Barriers,Coastal Pelagic,NO,,,,
Navigational Dredging,Barriers,Shelf Pelagic,NO,,,,
Navigational Dredging,Barriers,Oceanic Pelagic,NO,,,,
Navigational Dredging,Barriers,Marine Mammals,NO,,,,
Navigational Dredging,Barriers,Pelagic Fish,NO,,,,
Navigational Dredging,Barriers,Demersal Fish,NO,,,,
Navigational Dredging,Barriers,Deep-sea Fish,NO,,,,
Navigational Dredging,Barriers,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Barriers,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Barriers,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Barriers,Reptiles,NO,,,,
Navigational Dredging,Barriers,Marine birds,NO,,,,
Navigational Dredging,Barriers,Cephalopods,NO,,,,
Navigational Dredging,Change in wave exposure,Littoral rock & reef,NO,,,,
Navigational Dredging,Change in wave exposure,Littoral sediment,NO,,,,
Navigational Dredging,Change in wave exposure,Mangroves,NO,,,,
Navigational Dredging,Change in wave exposure,Saltmarshes,NO,,,,
Navigational Dredging,Change in wave exposure,Shallow rock & reef,NO,,,,
Navigational Dredging,Change in wave exposure,Shallow sediment,NO,,,,
Navigational Dredging,Change in wave exposure,Shelf rock & reef,NO,,,,
Navigational Dredging,Change in wave exposure,Shelf sediment,NO,,,,
Navigational Dredging,Change in wave exposure,Slope rock & reef,NO,,,,
Navigational Dredging,Change in wave exposure,Slope sediment,NO,,,,
Navigational Dredging,Change in wave exposure,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Change in wave exposure,Deep Sea Sediment,NO,,,,
Navigational Dredging,Change in wave exposure,Coastal Pelagic,NO,,,,
Navigational Dredging,Change in wave exposure,Shelf Pelagic,NO,,,,
Navigational Dredging,Change in wave exposure,Oceanic Pelagic,NO,,,,
Navigational Dredging,Change in wave exposure,Marine Mammals,NO,,,,
Navigational Dredging,Change in wave exposure,Pelagic Fish,NO,,,,
Navigational Dredging,Change in wave exposure,Demersal Fish,NO,,,,
Navigational Dredging,Change in wave exposure,Deep-sea Fish,NO,,,,
Navigational Dredging,Change in wave exposure,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Change in wave exposure,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Change in wave exposure,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Change in wave exposure,Reptiles,NO,,,,
Navigational Dredging,Change in wave exposure,Marine birds,NO,,,,
Navigational Dredging,Change in wave exposure,Cephalopods,NO,,,,
Navigational Dredging,Current Changes,Littoral rock & reef,NO,,,,
Navigational Dredging,Current Changes,Littoral sediment,S,O,L,,
Navigational Dredging,Current Changes,Mangroves,NO,,,,
Navigational Dredging,Current Changes,Saltmarshes,NO,,,,
Navigational Dredging,Current Changes,Shallow rock & reef,NO,,,,
Navigational Dredging,Current Changes,Shallow sediment,S,O,L,,
Navigational Dredging,Current Changes,Shelf rock & reef,NO,,,,
Navigational Dredging,Current Changes,Shelf sediment,NO,,,,
Navigational Dredging,Current Changes,Slope rock & reef,NO,,,,
Navigational Dredging,Current Changes,Slope sediment,NO,,,,
Navigational Dredging,Current Changes,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Current Changes, Deep Sea Sediment,NO,,,,
Navigational Dredging,Current Changes,Coastal Pelagic,S,O,L,,
Navigational Dredging,Current Changes,Shelf Pelagic,NO,,,,
Navigational Dredging,Current Changes,Oceanic Pelagic,NO,,,,
Navigational Dredging,Current Changes,Marine Mammals,NO,,,,
Navigational Dredging,Current Changes,Pelagic Fish,NO,,,,
Navigational Dredging,Current Changes,Demersal Fish,NO,,,,
Navigational Dredging,Current Changes,Deep-sea Fish,NO,,,,
Navigational Dredging,Current Changes,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Current Changes,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Current Changes,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Current Changes,Reptiles,NO,,,,
Navigational Dredging,Current Changes,Marine birds,NO,,,,
Navigational Dredging,Current Changes, Cephalopods,NO,,,,
Navigational Dredging,pH changes,Littoral rock & reef,NO,,,,
Navigational Dredging,pH changes,Littoral sediment,NO,,,,
Navigational Dredging,pH changes,Mangroves,NO,,,,
Navigational Dredging,pH changes,Saltmarshes,NO,,,,
Navigational Dredging,pH changes,Shallow rock & reef,NO,,,,
Navigational Dredging,pH changes,Shallow sediment,NO,,,,
Navigational Dredging,pH changes,Shelf rock & reef,NO,,,,
Navigational Dredging,pH changes,Shelf sediment,NO,,,,
Navigational Dredging,pH changes,Slope rock & reef,NO,,,,
Navigational Dredging,pH changes,Slope sediment,NO,,,,
Navigational Dredging,pH changes,Deep Sea rock & reef,NO,,,,
Navigational Dredging,pH changes,Deep Sea Sediment,NO,,,,
Navigational Dredging,pH changes,Coastal Pelagic,NO,,,,
Navigational Dredging,pH changes,Shelf Pelagic,NO,,,,
Navigational Dredging,pH changes,Oceanic Pelagic,NO,,,,
Navigational Dredging,pH changes,Marine Mammals,NO,,,,
Navigational Dredging,pH changes,Pelagic Fish,NO,,,,
Navigational Dredging,pH changes, Demersal Fish,NO,,,,
Navigational Dredging,pH changes,Deep-sea Fish,NO,,,,
Navigational Dredging,pH changes,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,pH changes,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,pH changes,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,pH changes,Reptiles,NO,,,,
Navigational Dredging,pH changes,Marine birds,NO,,,,
Navigational Dredging,pH changes,Cephalopods,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Littoral rock & reef,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Littoral sediment,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Mangroves,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Saltmarshes,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Shallow rock & reef,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Shallow sediment,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Shelf rock & reef,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Shelf sediment,NO,,,,
Navigational Dredging,Electromagnetic (EMF), Slope rock & reef,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Slope sediment,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Deep Sea rock & reef,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Deep Sea Sediment,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Coastal Pelagic,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Shelf Pelagic,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Oceanic Pelagic,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Marine Mammals,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Pelagic Fish,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Demersal Fish,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Deep-sea Fish,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Reptiles,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Marine birds,NO,,,,
Navigational Dredging,Electromagnetic (EMF),Cephalopods,NO,,,,
Non-renewables,Sealing,Littoral rock & reef,NO,,,,
Non-renewables,Sealing,Littoral sediment,NO,,,,
Non-renewables,Sealing,Mangroves,NO,,,,
Non-renewables,Sealing,Saltmarshes,NO,,,,
Non-renewables,Sealing,Shallow rock & reef,NO,,,,
Non-renewables,Sealing,Shallow sediment,NO,,,,
Non-renewables,Sealing,Shelf rock & reef,NO,,,,
Non-renewables,Sealing,Shelf sediment,S,P,L,,
Non-renewables,Sealing,Slope rock & reef,NO,,,,
Non-renewables,Sealing,Slope sediment,NO,,,,
Non-renewables,Sealing,Deep Sea rock & reef,NO,,,,
Non-renewables,Sealing,Deep Sea Sediment,NO,,,,
Non-renewables,Sealing,Coastal Pelagic,NO,,,,
Non-renewables,Sealing,Shelf Pelagic,S,P,L,,
Non-renewables,Sealing,Oceanic Pelagic,NO,,,,
Non-renewables,Sealing,Marine Mammals,NO,,,,
Non-renewables,Sealing,Pelagic Fish,NO,,,,
Non-renewables,Sealing,Demersal Fish,NO,,,,
Non-renewables,Sealing,Deep-sea Fish,NO,,,,
Non-renewables,Sealing,Deep-sea Elasmobranchs,NO,,,,
Non-renewables,Sealing,Pelagic Elasmobranchs,NO,,,,
Non-renewables,Sealing,Demersal Elasmobranchs,NO,,,,
Non-renewables,Sealing,Reptiles,NO,,,,
Non-renewables,Sealing,Marine birds,NO,,,,
Non-renewables,Sealing,Cephalopods,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Littoral rock & reef,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Littoral sediment,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Mangroves,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Saltmarshes,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Shallow rock & reef,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Shallow sediment,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Shelf rock & reef,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Shelf sediment,S,P,L,,
Non-renewables,Changes in siltation/ Smothering,Slope rock & reef,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Slope sediment,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Deep Sea rock & reef,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Deep Sea Sediment,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Coastal Pelagic,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Shelf Pelagic,S,P,L,,
Non-renewables,Changes in siltation/ Smothering,Oceanic Pelagic,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Marine Mammals,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Pelagic Fish,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Demersal Fish,S,P,L,,
Non-renewables,Changes in siltation/ Smothering,Deep-sea Fish,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Deep-sea Elasmobranchs,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Pelagic Elasmobranchs,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Demersal Elasmobranchs,S,P,L,,
Non-renewables,Changes in siltation/ Smothering,Reptiles,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Marine birds,NO,,,,
Non-renewables,Changes in siltation/ Smothering,Cephalopods,S,P,L,,
Non-renewables,Abrasion,Littoral rock & reef,NO,,,,
Non-renewables,Abrasion,Littoral sediment,NO,,,,
Non-renewables,Abrasion,Mangroves,NO,,,,
Non-renewables,Abrasion,Saltmarshes,NO,,,,
