idsec,Sector,idpressure,Pressure,ideco,Ecological Characteristic,Overlap,Frequency,DoI
9,Military,1,Sealing,1,Littoral rock & reef,S,P,L
9,Military,1,Sealing,2,Littoral sediment,S,P,L
9,Military,1,Sealing,3,Mangroves,S,P,L
9,Military,1,Sealing,4,Saltmarshes,NO,,
9,Military,1,Sealing,5, Shallow rock & reef,S,P,L
9,Military,1,Sealing,6,Shallow sediment,S,P,L
9,Military,1,Sealing,7,Shelf rock & reef,NO,,
9,Military,1,Sealing,8,Shelf sediment,NO,,
9,Military,1,Sealing,9,Slope rock & reef,NO,,
9,Military,1,Sealing,10,Slope sediment,NO,,
9,Military,1,Sealing,11,Deep Sea rock & reef,NO,,
9,Military,1,Sealing,12,Deep Sea Sediment,NO,,
9,Military,1,Sealing,13,Coastal Pelagic,S,P,L
9,Military,1,Sealing,14,Shelf Pelagic,NO,,
9,Military,1,Sealing,15,Oceanic Pelagic,NO,,
9,Military,1,Sealing,16,Marine Mammals,S,P,L
9,Military,1,Sealing,17,Pelagic Fish,NO,,
9,Military,1,Sealing,18,Demersal Fish,S,P,L
9,Military,1,Sealing,19,Deep-sea Fish,NO,,
9,Military,1,Sealing,20,Deep-sea Elasmobranchs,NO,,
9,Military,1,Sealing,21,Pelagic Elasmobranchs,NO,,
9,Military,1,Sealing,22,Demersal Elasmobranchs,S,P,L
9,Military,1,Sealing,23,Reptiles,S,P,L
9,Military,1,Sealing,24,Marine birds,S,P,L
9,Military,1,Sealing,25,Cephalopods,S,P,L
9,Military,2,Changes in siltation/ Smothering,1,Littoral rock & reef,NO,,
9,Military,2,Changes in siltation/ Smothering,2,Littoral sediment,NO,,
9,Military,2,Changes in siltation/ Smothering,3,Mangroves,NO,,
9,Military,2,Changes in siltation/ Smothering,4,Saltmarshes,NO,,
9,Military,2,Changes in siltation/ Smothering,5,Shallow rock & reef,NO,,
9,Military,2,Changes in siltation/ Smothering,6,Shallow sediment,NO,,
9,Military,2,Changes in siltation/ Smothering,7,Shelf rock & reef,NO,,
9,Military,2,Changes in siltation/ Smothering,8,Shelf sediment,NO,,
9,Military,2,Changes in siltation/ Smothering,9,Slope rock & reef,NO,,
9,Military,2,Changes in siltation/ Smothering,10,Slope sediment,NO,,
9,Military,2,Changes in siltation/ Smothering,11,Deep Sea rock & reef,NO,,
9,Military,2,Changes in siltation/ Smothering,12,Deep Sea Sediment,NO,,
9,Military,2,Changes in siltation/ Smothering,13,Coastal Pelagic,NO,,
9,Military,2,Changes in siltation/ Smothering,14,Shelf Pelagic,NO,,
9,Military,2,Changes in siltation/ Smothering,15,Oceanic Pelagic,NO,,
9,Military,2,Changes in siltation/ Smothering,16,Marine Mammals,NO,,
9,Military,2,Changes in siltation/ Smothering,17,Pelagic Fish,NO,,
9,Military,2,Changes in siltation/ Smothering,18,Demersal Fish,NO,,
9,Military,2,Changes in siltation/ Smothering,19,Deep-sea Fish,NO,,
9,Military,2,Changes in siltation/ Smothering,20,Deep-sea Elasmobranchs,NO,,
9,Military,2,Changes in siltation/ Smothering,21,Pelagic Elasmobranchs,NO,,
9,Military,2,Changes in siltation/ Smothering,22,Demersal Elasmobranchs,NO,,
9,Military,2,Changes in siltation/ Smothering,23,Reptiles,NO,,
9,Military,2,Changes in siltation/ Smothering,24,Marine birds,NO,,
9,Military,2,Changes in siltation/ Smothering,25,Cephalopods,NO,,
9,Military,3,Abrasion,1,Littoral rock & reef,NO,,
9,Military,3,Abrasion,2,Littoral sediment,NO,,
9,Military,3,Abrasion,3,Mangroves,NO,,
9,Military,3,Abrasion,4,Saltmarshes,NO,,
9,Military,3,Abrasion,5,Shallow rock & reef,NO,,
9,Military,3,Abrasion,6,Shallow sediment,NO,,
9,Military,3,Abrasion,7, Shelf rock & reef,NO,,
9,Military,3,Abrasion,8,Shelf sediment,NO,,
9,Military,3,Abrasion,9,Slope rock & reef,NO,,
9,Military,3,Abrasion,10,Slope sediment,NO,,
9,Military,3,Abrasion,11,Deep Sea rock & reef,NO,,
9,Military,3,Abrasion,12,Deep Sea Sediment,NO,,
9,Military,3,Abrasion,13,Coastal Pelagic,NO,,
9,Military,3,Abrasion,14,Shelf Pelagic,NO,,
9,Military,3,Abrasion,15,Oceanic Pelagic,NO,,
9,Military,3,Abrasion,16,Marine Mammals,NO,,
9,Military,3,Abrasion,17,Pelagic Fish,NO,,
9,Military,3,Abrasion,18,Demersal Fish,NO,,
9,Military,3,Abrasion,19,Deep-sea Fish,NO,,
9,Military,3,Abrasion,20,Deep-sea Elasmobranchs,NO,,
9,Military,3,Abrasion,21,Pelagic Elasmobranchs,NO,,
9,Military,3,Abrasion,22,Demersal Elasmobranchs,NO,,
9,Military,3,Abrasion,23,Reptiles,NO,,
9,Military,3,Abrasion,24,Marine birds,NO,,
9,Military,3,Abrasion,25,Cephalopods,NO,,
9,Military,4,Non-living Resources,1,Littoral rock & reef,NO,,
9,Military,4,Non-living Resources,2,Littoral sediment,NO,,
9,Military,4,Non-living Resources,3,Mangroves,NO,,
9,Military,4,Non-living Resources,4,Saltmarshes,NO,,
9,Military,4,Non-living Resources,5,Shallow rock & reef,NO,,
9,Military,4,Non-living Resources,6, Shallow sediment,NO,,
9,Military,4,Non-living Resources,7,Shelf rock & reef,NO,,
9,Military,4,Non-living Resources,8,Shelf sediment,NO,,
9,Military,4,Non-living Resources,9,Slope rock & reef,NO,,
9,Military,4,Non-living Resources,10,Slope sediment,NO,,
9,Military,4,Non-living Resources,11,Deep Sea rock & reef,NO,,
9,Military,4,Non-living Resources,12,Deep Sea Sediment,NO,,
9,Military,4,Non-living Resources,13,Coastal Pelagic,NO,,
9,Military,4,Non-living Resources,14,Shelf Pelagic,NO,,
9,Military,4,Non-living Resources,15,Oceanic Pelagic,NO,,
9,Military,4,Non-living Resources,16,Marine Mammals,NO,,
9,Military,4,Non-living Resources,17,Pelagic Fish,NO,,
9,Military,4,Non-living Resources,18,Demersal Fish,NO,,
9,Military,4,Non-living Resources,19,Deep-sea Fish,NO,,
9,Military,4,Non-living Resources,20,Deep-sea Elasmobranchs,NO,,
9,Military,4,Non-living Resources,21,Pelagic Elasmobranchs,NO,,
9,Military,4,Non-living Resources,22,Demersal Elasmobranchs,NO,,
9,Military,4,Non-living Resources,23,Reptiles,NO,,
9,Military,4,Non-living Resources,24,Marine birds,NO,,
9,Military,4,Non-living Resources,25,Cephalopods,NO,,
9,Military,5,Noise,1,Littoral rock & reef,NO,,
9,Military,5,Noise,2,Littoral sediment,NO,,
9,Military,5,Noise,3, Mangroves,S,C,L
9,Military,5,Noise,4,Saltmarshes,NO,,
9,Military,5,Noise,5,Shallow rock & reef,S,C,L
9,Military,5,Noise,6,Shallow sediment,S,C,L
9,Military,5,Noise,7,Shelf rock & reef,NO,,
9,Military,5,Noise,8,Shelf sediment,NO,,
9,Military,5,Noise,9,Slope rock & reef,NO,,
9,Military,5,Noise,10,Slope sediment,NO,,
9,Military,5,Noise,11,Deep Sea rock & reef,NO,,
9,Military,5,Noise,12,Deep Sea Sediment,NO,,
9,Military,5,Noise,13,Coastal Pelagic,S,C,L
9,Military,5,Noise,14,Shelf Pelagic,NO,,
9,Military,5,Noise,15,Oceanic Pelagic,NO,,
9,Military,5,Noise,16,Marine Mammals,S,C,L
9,Military,5,Noise,17,Pelagic Fish,NO,,
9,Military,5,Noise,18,Demersal Fish,S,C,L
9,Military,5,Noise,19,Deep-sea Fish,NO,,
9,Military,5,Noise,20,Deep-sea Elasmobranchs,NO,,
9,Military,5,Noise,21,Pelagic Elasmobranchs,NO,,
9,Military,5,Noise,22,Demersal Elasmobranchs,S,C,L
9,Military,5,Noise,23,Reptiles,NO,,
9,Military,5,Noise,24,Marine birds,S,C,L
9,Military,5,Noise,25,Cephalopods,NO,,
9,Military,6,Litter,1,Littoral rock & reef,S,P,L
9,Military,6,Litter,2,Littoral sediment,S,P,L
9,Military,6,Litter,3,Mangroves,S,P,L
9,Military,6,Litter,4,Saltmarshes,NO,,
9,Military,6,Litter,5,Shallow rock & reef,S,P,L
9,Military,6,Litter,6,Shallow sediment,S,P,L
9,Military,6,Litter,7,Shelf rock & reef,NO,,
9,Military,6,Litter,8,Shelf sediment,NO,,
9,Military,6,Litter,9,Slope rock & reef,NO,,
9,Military,6,Litter,10,Slope sediment,NO,,
9,Military,6,Litter,11,Deep Sea rock & reef,NO,,
9,Military,6,Litter,12,Deep Sea Sediment,NO,,
9,Military,6,Litter,13,Coastal Pelagic,S,P,L
9,Military,6,Litter,14,Shelf Pelagic,NO,,
9,Military,6,Litter,15,Oceanic Pelagic,NO,,
9,Military,6,Litter,16,Marine Mammals,NO,,
9,Military,6,Litter,17,Pelagic Fish,NO,,
9,Military,6,Litter,18,Demersal Fish,S,P,L
9,Military,6,Litter,19,Deep-sea Fish,NO,,
9,Military,6,Litter,20,Deep-sea Elasmobranchs,NO,,
9,Military,6,Litter,21,Pelagic Elasmobranchs,NO,,
9,Military,6,Litter,22,Demersal Elasmobranchs,S,P,L
9,Military,6,Litter,23,Reptiles,S,P,L
9,Military,6,Litter,24,Marine birds,S,P,L
9,Military,6,Litter,25,Cephalopods,NO,,
9,Military,7,Thermal Regime,1,Littoral rock & reef,NO,,
9,Military,7,Thermal Regime,2,Littoral sediment,NO,,
9,Military,7,Thermal Regime,3,Mangroves,NO,,
9,Military,7,Thermal Regime,4,Saltmarshes,NO,,
9,Military,7,Thermal Regime,5,Shallow rock & reef,NO,,
9,Military,7,Thermal Regime,6,Shallow sediment,NO,,
9,Military,7,Thermal Regime,7,Shelf rock & reef,NO,,
9,Military,7,Thermal Regime,8,Shelf sediment,NO,,
9,Military,7,Thermal Regime,9,Slope rock & reef,NO,,
9,Military,7,Thermal Regime,10,Slope sediment,NO,,
9,Military,7,Thermal Regime,11,Deep Sea rock & reef,NO,,
9,Military,7,Thermal Regime,12,Deep Sea Sediment,NO,,
9,Military,7,Thermal Regime,13,Coastal Pelagic,NO,,
9,Military,7,Thermal Regime,14,Shelf Pelagic,NO,,
9,Military,7,Thermal Regime,15, Oceanic Pelagic,NO,,
9,Military,7,Thermal Regime,16, Marine Mammals,NO,,
9,Military,7,Thermal Regime,17,Pelagic Fish,NO,,
9,Military,7,Thermal Regime,18,Demersal Fish,NO,,
9,Military,7,Thermal Regime,19,Deep-sea Fish,NO,,
9,Military,7,Thermal Regime,20, Deep-sea Elasmobranchs,NO,,
9,Military,7,Thermal Regime,21,Pelagic Elasmobranchs,NO,,
9,Military,7,Thermal Regime,22,Demersal Elasmobranchs,NO,,
9,Military,7,Thermal Regime,23,Reptiles,NO,,
9,Military,7,Thermal Regime,24, Marine birds,NO,,
9,Military,7,Thermal Regime,25,Cephalopods,NO,,
9,Military,8,Salinity Regime,1, Littoral rock & reef,NO,,
9,Military,8,Salinity Regime,2,Littoral sediment,NO,,
9,Military,8,Salinity Regime,3,Mangroves,NO,,
9,Military,8,Salinity Regime,4,Saltmarshes,NO,,
9,Military,8,Salinity Regime,5,Shallow rock & reef,NO,,
9,Military,8,Salinity Regime,6,Shallow sediment,NO,,
9,Military,8,Salinity Regime,7,Shelf rock & reef,NO,,
9,Military,8,Salinity Regime,8,Shelf sediment,NO,,
9,Military,8,Salinity Regime,9,Slope rock & reef,NO,,
9,Military,8,Salinity Regime,10,Slope sediment,NO,,
9,Military,8,Salinity Regime,11,Deep Sea rock & reef,NO,,
9,Military,8,Salinity Regime,12,Deep Sea Sediment,NO,,
9,Military,8,Salinity Regime,13,Coastal Pelagic,NO,,
9,Military,8,Salinity Regime,14,Shelf Pelagic,NO,,
9,Military,8,Salinity Regime,15,Oceanic Pelagic,NO,,
9,Military,8,Salinity Regime,16,Marine Mammals,NO,,
9,Military,8,Salinity Regime,17,Pelagic Fish,NO,,
9,Military,8,Salinity Regime,18,Demersal Fish,NO,,
9,Military,8,Salinity Regime,19,Deep-sea Fish,NO,,
9,Military,8,Salinity Regime,20,Deep-sea Elasmobranchs,NO,,
9,Military,8,Salinity Regime,21,Pelagic Elasmobranchs,NO,,
9,Military,8,Salinity Regime,22,Demersal Elasmobranchs,NO,,
9,Military,8,Salinity Regime,23, Reptiles,NO,,
9,Military,8,Salinity Regime,24,Marine birds,NO,,
9,Military,8,Salinity Regime,25,Cephalopods,NO,,
9,Military,9,Introduction of Contaminating compounds,1,Littoral rock & reef,NO,,
9,Military,9,Introduction of Contaminating compounds,2,Littoral sediment,NO,,
9,Military,9,Introduction of Contaminating compounds,3,Mangroves,NO,,
9,Military,9,Introduction of Contaminating compounds,4,Saltmarshes,NO,,
9,Military,9,Introduction of Contaminating compounds,5,Shallow rock & reef,NO,,
9,Military,9,Introduction of Contaminating compounds,6,Shallow sediment,NO,,
9,Military,9,Introduction of Contaminating compounds,7,Shelf rock & reef,NO,,
9,Military,9,Introduction of Contaminating compounds,8,Shelf sediment,NO,,
9,Military,9,Introduction of Contaminating compounds,9,Slope rock & reef,NO,,
9,Military,9,Introduction of Contaminating compounds,10,Slope sediment,NO,,
9,Military,9,Introduction of Contaminating compounds,11,Deep Sea rock & reef,NO,,
9,Military,9,Introduction of Contaminating compounds,12,Deep Sea Sediment,NO,,
9,Military,9,Introduction of Contaminating compounds,13,Coastal Pelagic,S,O,C
9,Military,9,Introduction of Contaminating compounds,14,Shelf Pelagic,NO,,
9,Military,9,Introduction of Contaminating compounds,15,Oceanic Pelagic,NO,,
9,Military,9,Introduction of Contaminating compounds,16,Marine Mammals,NO,,
9,Military,9,Introduction of Contaminating compounds,17,Pelagic Fish,NO,,
9,Military,9,Introduction of Contaminating compounds,18,Demersal Fish,NO,,
9,Military,9,Introduction of Contaminating compounds,19,Deep-sea Fish,NO,,
9,Military,9,Introduction of Contaminating compounds,20,Deep-sea Elasmobranchs,NO,,
9,Military,9,Introduction of Contaminating compounds,21,Pelagic Elasmobranchs,NO,,
9,Military,9,Introduction of Contaminating compounds,22, Demersal Elasmobranchs,NO,,
9,Military,9,Introduction of Contaminating compounds,23,Reptiles,NO,,
9,Military,9,Introduction of Contaminating compounds,24,Marine birds,NO,,
9,Military,9,Introduction of Contaminating compounds,25,Cephalopods,NO,,
9,Military,10,Input of Organic Matter (including N&P),1,Littoral rock & reef,NO,,
9,Military,10,Input of Organic Matter (including N&P),2,Littoral sediment,NO,,
9,Military,10,Input of Organic Matter (including N&P),3,Mangroves,NO,,
9,Military,10,Input of Organic Matter (including N&P),4,Saltmarshes,NO,,
9,Military,10,Input of Organic Matter (including N&P),5,Shallow rock & reef,NO,,
9,Military,10,Input of Organic Matter (including N&P),6,Shallow sediment,NO,,
9,Military,10,Input of Organic Matter (including N&P),7,Shelf rock & reef,NO,,
9,Military,10,Input of Organic Matter (including N&P),8,Shelf sediment,NO,,
9,Military,10,Input of Organic Matter (including N&P),9,Slope rock & reef,NO,,
9,Military,10,Input of Organic Matter (including N&P),10,Slope sediment,NO,,
9,Military,10,Input of Organic Matter (including N&P),11,Deep Sea rock & reef,NO,,
9,Military,10,Input of Organic Matter (including N&P),12,Deep Sea Sediment,NO,,
9,Military,10,Input of Organic Matter (including N&P),13,Coastal Pelagic,NO,,
9,Military,10,Input of Organic Matter (including N&P),14,Shelf Pelagic,NO,,
9,Military,10,Input of Organic Matter (including N&P),15,Oceanic Pelagic,NO,,
9,Military,10,Input of Organic Matter (including N&P),16,Marine Mammals,NO,,
9,Military,10,Input of Organic Matter (including N&P),17,Pelagic Fish,NO,,
9,Military,10,Input of Organic Matter (including N&P),18,Demersal Fish,NO,,
9,Military,10,Input of Organic Matter (including N&P),19,Deep-sea Fish,NO,,
9,Military,10,Input of Organic Matter (including N&P),20,Deep-sea Elasmobranchs,NO,,
9,Military,10,Input of Organic Matter (including N&P),21,Pelagic Elasmobranchs,NO,,
9,Military,10,Input of Organic Matter (including N&P),22,Demersal Elasmobranchs,NO,,
9,Military,10,Input of Organic Matter (including N&P),23,Reptiles,NO,,
9,Military,10,Input of Organic Matter (including N&P),24,Marine birds,NO,,
9,Military,10,Input of Organic Matter (including N&P),25,Cephalopods,NO,,
9,Military,11,Invasive species,1,Littoral rock & reef,NO,,
9,Military,11,Invasive species,2,Littoral sediment,NO,,
9,Military,11,Invasive species,3,Mangroves,NO,,
9,Military,11,Invasive species,4,Saltmarshes,NO,,
9,Military,11,Invasive species,5, Shallow rock & reef,NO,,
9,Military,11,Invasive species,6,Shallow sediment,NO,,
9,Military,11,Invasive species,7,Shelf rock & reef,NO,,
9,Military,11,Invasive species,8,Shelf sediment,NO,,
9,Military,11,Invasive species,9,Slope rock & reef,NO,,
9,Military,11,Invasive species,10,Slope sediment,NO,,
9,Military,11,Invasive species,11,Deep Sea rock & reef,NO,,
9,Military,11,Invasive species,12,Deep Sea Sediment,NO,,
9,Military,11,Invasive species,13, Coastal Pelagic,NO,,
9,Military,11,Invasive species,14,Shelf Pelagic,NO,,
9,Military,11,Invasive species,15,Oceanic Pelagic,NO,,
9,Military,11,Invasive species,16,Marine Mammals,NO,,
9,Military,11,Invasive species,17,Pelagic Fish,NO,,
9,Military,11,Invasive species,18,Demersal Fish,NO,,
9,Military,11,Invasive species,19,Deep-sea Fish,NO,,
9,Military,11,Invasive species,20,Deep-sea Elasmobranchs,NO,,
9,Military,11,Invasive species,21,Pelagic Elasmobranchs,NO,,
9,Military,11,Invasive species,22, Demersal Elasmobranchs,NO,,
9,Military,11,Invasive species,23, Reptiles,NO,,
9,Military,11,Invasive species,24,Marine birds,NO,,
9,Military,11,Invasive species,25,Cephalopods,NO,,
9,Military,12,Species Extraction,1,Littoral rock & reef,NO,,
9,Military,12,Species Extraction,2,Littoral sediment,NO,,
9,Military,12,Species Extraction,3,Mangroves,NO,,
9,Military,12,Species Extraction,4,Saltmarshes,NO,,
9,Military,12,Species Extraction,5,Shallow rock & reef,S,C,L
9,Military,12,Species Extraction,6,Shallow sediment,NO,,
9,Military,12,Species Extraction,7,Shelf rock & reef,S,C,L
9,Military,12,Species Extraction,8,Shelf sediment,S,C,L
9,Military,12,Species Extraction,9,Slope rock & reef,NO,,
9,Military,12,Species Extraction,10,Slope sediment,NO,,
9,Military,12,Species Extraction,11,Deep Sea rock & reef,NO,,
9,Military,12,Species Extraction,12,Deep Sea Sediment,NO,,
9,Military,12,Species Extraction,13,Coastal Pelagic,S,C,L
9,Military,12,Species Extraction,14,Shelf Pelagic,NO,,
9,Military,12,Species Extraction,15,Oceanic Pelagic,NO,,
9,Military,12,Species Extraction,16,Marine Mammals,NO,,
9,Military,12,Species Extraction,17,Pelagic Fish,S,C,L
9,Military,12,Species Extraction,18,Demersal Fish,S,C,L
9,Military,12,Species Extraction,19,Deep-sea Fish,NO,,
9,Military,12,Species Extraction,20,Deep-sea Elasmobranchs,NO,,
9,Military,12,Species Extraction,21,Pelagic Elasmobranchs,NO,,
9,Military,12,Species Extraction,22,Demersal Elasmobranchs,NO,,
9,Military,12,Species Extraction,23, Reptiles,NO,,
9,Military,12,Species Extraction,24,Marine birds,NO,,
9,Military,12,Species Extraction,25,Cephalopods,NO,,
9,Military,13,Bycatch,1,Littoral rock & reef,NO,,
9,Military,13,Bycatch,2,Littoral sediment,NO,,
9,Military,13,Bycatch,3,Mangroves,NO,,
9,Military,13,Bycatch,4,Saltmarshes,NO,,
9,Military,13,Bycatch,5,Shallow rock & reef,NO,,
9,Military,13,Bycatch,6,Shallow sediment,NO,,
9,Military,13,Bycatch,7,Shelf rock & reef,NO,,
9,Military,13,Bycatch,8,Shelf sediment,NO,,
9,Military,13,Bycatch,9,Slope rock & reef,NO,,
9,Military,13,Bycatch,10,Slope sediment,NO,,
9,Military,13,Bycatch,11,Deep Sea rock & reef,NO,,
9,Military,13,Bycatch,12,Deep Sea Sediment,NO,,
9,Military,13,Bycatch,13,Coastal Pelagic,NO,,
9,Military,13,Bycatch,14,Shelf Pelagic,NO,,
9,Military,13,Bycatch,15,Oceanic Pelagic,NO,,
9,Military,13,Bycatch,16,Marine Mammals,NO,,
9,Military,13,Bycatch,17,Pelagic Fish,NO,,
9,Military,13,Bycatch,18,Demersal Fish,NO,,
9,Military,13,Bycatch,19,Deep-sea Fish,NO,,
9,Military,13,Bycatch,20,Deep-sea Elasmobranchs,NO,,
9,Military,13,Bycatch,21,Pelagic Elasmobranchs,NO,,
9,Military,13,Bycatch,22,Demersal Elasmobranchs,NO,,
9,Military,13,Bycatch,23,Reptiles,NO,,
9,Military,13,Bycatch,24,Marine birds,NO,,
9,Military,13,Bycatch,25,Cephalopods,NO,,
9,Military,14,Incidental Loss of spp.,1,Littoral rock & reef,NO,,
9,Military,14,Incidental Loss of spp.,2,Littoral sediment,NO,,
9,Military,14,Incidental Loss of spp.,3,Mangroves,S,O,L
9,Military,14,Incidental Loss of spp.,4, Saltmarshes,NO,,
9,Military,14,Incidental Loss of spp.,5,Shallow rock & reef,S,O,L
9,Military,14,Incidental Loss of spp.,6,Shallow sediment,NO,,
9,Military,14,Incidental Loss of spp.,7,Shelf rock & reef,S,O,L
9,Military,14,Incidental Loss of spp.,8,Shelf sediment,NO,,
9,Military,14,Incidental Loss of spp.,9,Slope rock & reef,NO,,
9,Military,14,Incidental Loss of spp.,10,Slope sediment,NO,,
